call_id,source_system,call_timestamp,wait_time_sec,resolution_status,agent_id,caller_intent
CALL-001071,Cloud_Modern_Connect,2025-03-07T00:50:00,84.07,Escalated,AGT-532,General Inquiry
CALL-001072,Cloud_Modern_Connect,2025-02-24T11:02:00,87.67,Resolved,AGT-712,Benefits
CALL-001073,Cloud_Modern_Connect,2025-11-28T02:25:00,60.11,Resolved,AGT-313,Pharmacy
CALL-001074,Legacy_Oracle,10/23/2025 20:42:00,500.91,Resolved,AGT-603,Pharmacy
CALL-001075,Legacy_Oracle,09/14/2025 19:22:00,491.58,Resolved,AGT-661,Pharmacy
CALL-001076,Legacy_Avaya,10/01/2025 01:06:00,596.79,Resolved,AGT-975,General Inquiry
CALL-001077,Legacy_Oracle,09/29/2025 05:15:00,439.99,Resolved,AGT-270,Mental Health
CALL-001078,Legacy_Oracle,08/03/2025 03:32:00,177.39,Resolved,AGT-917,Mental Health
CALL-001079,Legacy_Avaya,03/16/2025 20:19:00,130.84,Resolved,AGT-732,Mental Health
CALL-001080,Cloud_Modern_Connect,2025-10-01T00:25:00,41.32,Resolved,AGT-852,General Inquiry
CALL-001081,Legacy_Avaya,12/13/2025 09:02:00,355.97,Resolved,AGT-166,General Inquiry
CALL-001082,Legacy_Oracle,12/09/2025 14:57:00,259.41,Resolved,AGT-948,General Inquiry
CALL-001083,Legacy_Oracle,11/30/2025 06:05:00,110.99,Escalated,AGT-425,Mental Health
CALL-001084,Legacy_Oracle,12/27/2025 09:53:00,146.26,Resolved,AGT-969,Pharmacy
CALL-001085,Cloud_Modern_Connect,2025-04-08T22:02:00,42.75,Resolved,AGT-462,General Inquiry
CALL-001086,Cloud_Modern_Connect,2025-05-22T07:02:00,131.42,Dropped,AGT-569,Pharmacy
CALL-001087,Legacy_Oracle,11/03/2025 04:44:00,563.33,Resolved,AGT-305,Pharmacy
CALL-001088,Cloud_Modern_Connect,2025-08-29T10:29:00,81.58,Escalated,AGT-404,Pharmacy
CALL-001089,Legacy_Oracle,10/14/2025 15:34:00,382.87,Resolved,AGT-392,Pharmacy
CALL-001090,Legacy_Avaya,05/10/2025 08:38:00,283.36,Resolved,AGT-561,Benefits
CALL-001091,Legacy_Oracle,10/09/2025 08:03:00,135.2,Resolved,AGT-508,Mental Health
CALL-001092,Legacy_Avaya,06/10/2025 03:16:00,377.05,Resolved,AGT-349,General Inquiry
CALL-001093,Legacy_Oracle,09/25/2025 07:06:00,309.74,Resolved,AGT-800,Mental Health
CALL-001094,Legacy_Oracle,04/03/2025 11:37:00,350.15,Resolved,AGT-140,General Inquiry
CALL-001095,Legacy_Oracle,06/09/2025 20:08:00,460.06,Resolved,AGT-502,Mental Health
CALL-001096,Legacy_Oracle,08/11/2025 19:27:00,263.87,Resolved,AGT-423,Mental Health
CALL-001097,Legacy_Oracle,12/25/2025 14:19:00,431.75,Escalated,AGT-851,Pharmacy
CALL-001098,Legacy_Avaya,12/20/2025 22:58:00,195.29,Resolved,AGT-531,Pharmacy
CALL-001099,Legacy_Oracle,04/04/2025 16:37:00,148.69,Resolved,AGT-320,Mental Health
CALL-001100,Legacy_Avaya,12/16/2025 09:50:00,132.81,Resolved,AGT-837,General Inquiry
CALL-001101,Cloud_Modern_Connect,2025-06-02T01:40:00,42.25,Resolved,AGT-105,General Inquiry
CALL-001102,Cloud_Modern_Connect,2025-10-14T21:51:00,174.51,Resolved,AGT-808,Benefits
CALL-001103,Legacy_Avaya,04/24/2025 11:04:00,142.57,Resolved,AGT-186,Mental Health
CALL-001104,Cloud_Modern_Connect,2025-10-17T17:50:00,195.47,Dropped,AGT-380,Mental Health
CALL-001105,Legacy_Avaya,01/18/2025 00:22:00,451.08,Resolved,AGT-377,Mental Health
CALL-001106,Cloud_Modern_Connect,2025-09-10T04:50:00,62.93,Resolved,AGT-907,Pharmacy
CALL-001107,Cloud_Modern_Connect,2025-09-10T22:06:00,239.49,Escalated,AGT-832,Benefits
CALL-001108,Legacy_Avaya,04/25/2025 01:24:00,257.28,Resolved,AGT-873,General Inquiry
CALL-001109,Cloud_Modern_Connect,2025-10-12T11:44:00,90.0,Resolved,AGT-332,Mental Health
CALL-001110,Cloud_Modern_Connect,2025-01-27T00:53:00,51.56,Resolved,AGT-817,Mental Health
CALL-001111,Legacy_Oracle,02/26/2025 02:11:00,550.16,Resolved,AGT-902,Benefits
CALL-001112,Cloud_Modern_Connect,2025-06-11T14:02:00,143.02,Resolved,AGT-539,Benefits
CALL-001113,Legacy_Avaya,07/24/2025 22:23:00,103.68,Resolved,AGT-739,Mental Health
CALL-001114,Cloud_Modern_Connect,2025-12-14T15:05:00,140.15,Resolved,AGT-556,Benefits
CALL-001115,Cloud_Modern_Connect,2025-03-19T02:30:00,141.7,Resolved,AGT-514,Benefits
CALL-001116,Legacy_Avaya,03/05/2025 22:51:00,278.39,Resolved,AGT-562,Benefits
CALL-001117,Cloud_Modern_Connect,2025-07-11T07:18:00,72.21,Dropped,AGT-958,Benefits
CALL-001118,Legacy_Oracle,10/19/2025 14:44:00,390.73,Dropped,AGT-989,Mental Health
CALL-001119,Legacy_Oracle,09/19/2025 10:20:00,365.03,Resolved,AGT-198,Mental Health
CALL-001120,Legacy_Avaya,09/14/2025 07:01:00,354.18,,AGT-778,Benefits
CALL-001121,Cloud_Modern_Connect,2025-04-08T03:01:00,87.37,Resolved,AGT-909,General Inquiry
CALL-001122,Legacy_Avaya,05/06/2025 23:03:00,320.3,Dropped,AGT-980,General Inquiry
CALL-001123,Cloud_Modern_Connect,2025-06-28T13:37:00,49.33,Resolved,AGT-630,General Inquiry
CALL-001124,Legacy_Avaya,02/18/2025 18:48:00,474.05,Resolved,AGT-543,General Inquiry
CALL-001125,Legacy_Oracle,06/12/2025 09:47:00,487.46,Escalated,AGT-323,Pharmacy
CALL-001126,Cloud_Modern_Connect,2025-10-15T08:51:00,33.66,Escalated,AGT-195,Pharmacy
CALL-001127,Cloud_Modern_Connect,2025-02-10T14:13:00,83.93,Resolved,AGT-732,General Inquiry
CALL-001128,Legacy_Oracle,09/15/2025 08:19:00,376.35,Resolved,AGT-798,Benefits
CALL-001129,Cloud_Modern_Connect,2025-07-07T01:17:00,41.39,Resolved,AGT-392,Pharmacy
CALL-001130,Cloud_Modern_Connect,2025-07-03T08:53:00,181.5,Resolved,AGT-153,General Inquiry
CALL-001131,Cloud_Modern_Connect,2025-03-10T22:30:00,452.37,Escalated,AGT-311,Pharmacy
CALL-001132,Cloud_Modern_Connect,2025-06-17T00:11:00,98.39,Dropped,AGT-966,General Inquiry
CALL-001133,Cloud_Modern_Connect,2025-04-15T14:35:00,28.92,Escalated,AGT-771,Pharmacy
CALL-001134,Legacy_Avaya,07/14/2025 00:05:00,584.47,Escalated,AGT-389,General Inquiry
CALL-001135,Cloud_Modern_Connect,2025-12-28T01:11:00,50.52,Escalated,AGT-651,Mental Health
CALL-001136,Cloud_Modern_Connect,2025-02-20T02:58:00,134.15,Resolved,AGT-791,General Inquiry
CALL-001137,Cloud_Modern_Connect,2025-10-30T13:51:00,93.95,Resolved,AGT-237,Mental Health
CALL-001138,Legacy_Avaya,01/09/2025 13:36:00,583.01,Resolved,AGT-635,Mental Health
CALL-001139,Legacy_Oracle,10/25/2025 16:30:00,362.16,,AGT-426,Benefits
CALL-001140,Cloud_Modern_Connect,2025-05-08T20:07:00,152.86,Dropped,AGT-328,Mental Health
CALL-001141,Legacy_Oracle,09/13/2025 12:48:00,522.76,Escalated,AGT-770,Benefits
CALL-001142,Legacy_Oracle,12/10/2025 09:16:00,473.62,Resolved,AGT-412,Mental Health
CALL-001143,Cloud_Modern_Connect,2025-12-15T13:55:00,161.06,Escalated,AGT-115,Mental Health
CALL-001144,Legacy_Oracle,03/18/2025 12:00:00,464.89,Escalated,AGT-713,General Inquiry
CALL-001145,Cloud_Modern_Connect,2025-03-01T09:01:00,75.94,Dropped,AGT-425,Mental Health
CALL-001146,Cloud_Modern_Connect,2025-04-28T21:06:00,52.4,,AGT-924,Benefits
CALL-001147,Legacy_Avaya,02/15/2025 11:20:00,143.06,Resolved,AGT-726,Pharmacy
CALL-001148,Legacy_Oracle,03/24/2025 14:02:00,267.05,Resolved,AGT-439,Benefits
CALL-001149,Legacy_Oracle,02/28/2025 15:13:00,112.95,Resolved,AGT-500,Mental Health
CALL-001150,Legacy_Oracle,02/17/2025 13:55:00,577.59,Resolved,AGT-697,Benefits
CALL-001151,Legacy_Oracle,04/05/2025 22:14:00,438.24,Resolved,AGT-105,General Inquiry
CALL-001152,Legacy_Oracle,09/11/2025 03:34:00,310.12,Resolved,AGT-567,Benefits
CALL-001153,Legacy_Oracle,11/03/2025 08:48:00,138.94,Escalated,AGT-883,General Inquiry
CALL-001154,Legacy_Avaya,05/17/2025 21:27:00,384.46,Dropped,AGT-452,Pharmacy
CALL-001155,Cloud_Modern_Connect,2025-11-29T05:29:00,44.42,Resolved,AGT-829,Benefits
CALL-001156,Cloud_Modern_Connect,2025-10-30T11:43:00,302.97,Resolved,AGT-726,Mental Health
CALL-001157,Legacy_Avaya,10/22/2025 01:51:00,554.53,Resolved,AGT-783,Benefits
CALL-001158,Cloud_Modern_Connect,2025-07-15T09:43:00,421.19,Escalated,AGT-732,Pharmacy
CALL-001159,Legacy_Oracle,05/20/2025 12:39:00,490.97,Resolved,AGT-254,Pharmacy
CALL-001160,Cloud_Modern_Connect,2025-05-02T03:49:00,178.74,Resolved,AGT-764,Benefits
CALL-001161,Legacy_Avaya,04/24/2025 13:43:00,156.62,Resolved,AGT-345,Mental Health
CALL-001162,Cloud_Modern_Connect,2025-01-04T18:35:00,84.88,Resolved,AGT-391,General Inquiry
CALL-001163,Cloud_Modern_Connect,2025-11-07T20:28:00,61.89,Resolved,AGT-763,Benefits
CALL-001164,Cloud_Modern_Connect,2025-02-09T06:52:00,92.31,Escalated,AGT-514,Pharmacy
CALL-001165,Cloud_Modern_Connect,2025-09-27T09:02:00,47.91,Resolved,AGT-703,Pharmacy
CALL-001166,Legacy_Oracle,10/07/2025 20:33:00,315.47,Resolved,AGT-693,General Inquiry
CALL-001167,Legacy_Avaya,12/01/2025 02:47:00,392.78,Resolved,AGT-938,Pharmacy
CALL-001168,Legacy_Oracle,04/12/2025 23:06:00,379.86,Resolved,AGT-566,Pharmacy
CALL-001169,Legacy_Avaya,07/18/2025 19:08:00,546.75,Escalated,AGT-994,General Inquiry
CALL-001170,Cloud_Modern_Connect,2025-09-30T14:53:00,210.69,Resolved,AGT-962,Mental Health
CALL-001171,Cloud_Modern_Connect,2025-03-23T12:39:00,63.28,Resolved,AGT-521,Pharmacy
CALL-001172,Cloud_Modern_Connect,2025-07-19T22:26:00,213.38,Resolved,AGT-384,Mental Health
CALL-001173,Legacy_Oracle,12/26/2025 04:57:00,495.07,Resolved,AGT-530,Pharmacy
CALL-001174,Cloud_Modern_Connect,2025-11-23T05:51:00,36.98,Escalated,AGT-484,General Inquiry
CALL-001175,Cloud_Modern_Connect,2025-03-12T11:45:00,210.57,Resolved,AGT-455,General Inquiry
CALL-001176,Cloud_Modern_Connect,2025-02-04T05:37:00,79.13,Dropped,AGT-812,Pharmacy
CALL-001177,Legacy_Oracle,04/22/2025 09:01:00,221.82,Resolved,AGT-883,Benefits
CALL-001178,Cloud_Modern_Connect,2025-01-03T05:16:00,49.7,Resolved,AGT-772,Pharmacy
CALL-001179,Cloud_Modern_Connect,2025-03-22T14:34:00,115.32,Resolved,AGT-743,Benefits
CALL-001180,Cloud_Modern_Connect,2025-11-11T20:12:00,209.69,,AGT-696,Benefits
CALL-001181,Legacy_Oracle,08/20/2025 16:36:00,243.7,Resolved,AGT-652,Mental Health
CALL-001182,Legacy_Oracle,01/04/2025 00:11:00,324.79,Escalated,AGT-986,Pharmacy
CALL-001183,Cloud_Modern_Connect,2025-05-09T03:44:00,117.19,Resolved,AGT-386,Pharmacy
CALL-001184,Cloud_Modern_Connect,2025-10-13T23:31:00,137.63,Resolved,AGT-127,General Inquiry
CALL-001185,Cloud_Modern_Connect,2025-05-21T11:08:00,78.16,Resolved,AGT-778,Pharmacy
CALL-001186,Legacy_Avaya,08/13/2025 21:40:00,351.57,Resolved,AGT-416,General Inquiry
CALL-001187,Cloud_Modern_Connect,2025-06-06T19:45:00,135.05,Escalated,AGT-793,General Inquiry
CALL-001188,Legacy_Avaya,02/25/2025 02:40:00,444.18,Resolved,AGT-639,Mental Health
CALL-001189,Cloud_Modern_Connect,2025-11-26T16:48:00,130.1,Resolved,AGT-750,General Inquiry
CALL-001190,Legacy_Oracle,02/08/2025 14:52:00,316.63,Escalated,AGT-594,Benefits
CALL-001191,Legacy_Avaya,07/06/2025 12:42:00,189.83,Resolved,AGT-578,Benefits
CALL-001192,Cloud_Modern_Connect,2025-10-13T02:48:00,56.03,Dropped,AGT-486,Benefits
CALL-001193,Cloud_Modern_Connect,2025-11-06T15:39:00,101.03,,AGT-961,Pharmacy
CALL-001194,Legacy_Oracle,07/27/2025 00:33:00,129.96,Resolved,AGT-815,Benefits
CALL-001195,Legacy_Avaya,06/02/2025 05:08:00,261.6,Dropped,AGT-424,Pharmacy
CALL-001196,Legacy_Avaya,04/19/2025 21:30:00,179.7,,AGT-888,Pharmacy
CALL-001197,Legacy_Oracle,07/04/2025 01:13:00,472.62,Resolved,AGT-977,Mental Health
CALL-001198,Cloud_Modern_Connect,2025-06-02T16:54:00,381.19,Resolved,AGT-979,Mental Health
CALL-001199,Cloud_Modern_Connect,2025-05-02T05:48:00,35.73,Resolved,AGT-576,Mental Health
CALL-001200,Cloud_Modern_Connect,2025-10-27T11:11:00,30.04,Escalated,AGT-525,Benefits
CALL-001201,Legacy_Oracle,05/26/2025 19:26:00,296.42,Resolved,AGT-243,Benefits
CALL-001202,Cloud_Modern_Connect,2025-02-21T16:08:00,60.03,Resolved,AGT-793,Pharmacy
CALL-001203,Cloud_Modern_Connect,2025-11-18T15:04:00,28.22,Escalated,AGT-520,Benefits
CALL-001204,Legacy_Oracle,02/16/2025 07:31:00,332.74,Dropped,AGT-942,Pharmacy
CALL-001205,Legacy_Oracle,07/13/2025 02:20:00,520.99,Resolved,AGT-430,Benefits
CALL-001206,Cloud_Modern_Connect,2025-08-08T22:09:00,93.14,Escalated,AGT-409,Mental Health
CALL-001207,Cloud_Modern_Connect,2025-03-18T22:17:00,51.37,Resolved,AGT-831,General Inquiry
CALL-001208,Cloud_Modern_Connect,2025-06-26T07:30:00,15.92,Resolved,AGT-327,Benefits
CALL-001209,Cloud_Modern_Connect,2025-02-16T19:41:00,128.88,Resolved,AGT-786,Pharmacy
CALL-001210,Legacy_Oracle,12/05/2025 10:15:00,149.44,Escalated,AGT-659,General Inquiry
CALL-001211,Legacy_Oracle,08/10/2025 00:35:00,374.71,Resolved,AGT-615,General Inquiry
CALL-001212,Legacy_Avaya,06/26/2025 22:07:00,419.07,Resolved,AGT-944,Mental Health
CALL-001213,Legacy_Avaya,10/03/2025 09:22:00,126.73,Resolved,AGT-176,Pharmacy
CALL-001214,Cloud_Modern_Connect,2025-11-22T05:49:00,95.42,Escalated,AGT-836,Pharmacy
CALL-001215,Cloud_Modern_Connect,2025-09-24T17:23:00,85.69,Resolved,AGT-862,Mental Health
CALL-001216,Legacy_Oracle,05/05/2025 01:05:00,221.47,Dropped,AGT-855,Mental Health
CALL-001217,Legacy_Avaya,09/28/2025 15:15:00,279.91,Resolved,AGT-276,Mental Health
CALL-001218,Legacy_Avaya,09/26/2025 07:14:00,259.52,,AGT-431,Mental Health
CALL-001219,Cloud_Modern_Connect,2025-03-17T03:57:00,72.34,Dropped,AGT-562,Mental Health
CALL-001220,Legacy_Oracle,05/29/2025 13:33:00,306.67,Resolved,AGT-686,Benefits
CALL-001221,Cloud_Modern_Connect,2025-05-12T12:40:00,45.28,Resolved,AGT-132,General Inquiry
CALL-001222,Legacy_Avaya,02/25/2025 12:24:00,521.27,Resolved,AGT-154,Benefits
CALL-001223,Legacy_Avaya,09/29/2025 19:33:00,115.53,Dropped,AGT-882,Benefits
CALL-001224,Legacy_Oracle,05/03/2025 03:25:00,548.14,Resolved,AGT-437,Mental Health
CALL-001225,Cloud_Modern_Connect,2025-04-28T16:06:00,74.74,Resolved,AGT-894,Mental Health
CALL-001226,Cloud_Modern_Connect,2025-09-09T18:58:00,31.44,Resolved,AGT-175,Pharmacy
CALL-001227,Legacy_Oracle,12/17/2025 02:16:00,502.95,Resolved,AGT-741,Mental Health
CALL-001228,Cloud_Modern_Connect,2025-05-25T15:11:00,22.92,Resolved,AGT-918,General Inquiry
CALL-001229,Cloud_Modern_Connect,2025-03-24T04:51:00,140.17,Resolved,AGT-721,General Inquiry
CALL-001230,Legacy_Avaya,11/20/2025 22:01:00,229.7,Resolved,AGT-464,General Inquiry
CALL-001231,Cloud_Modern_Connect,2025-08-11T03:29:00,154.13,Resolved,AGT-405,Pharmacy
CALL-001232,Legacy_Oracle,03/29/2025 04:35:00,492.5,Escalated,AGT-308,Benefits
CALL-001233,Legacy_Avaya,09/06/2025 01:08:00,363.63,Dropped,AGT-378,Benefits
CALL-001234,Legacy_Avaya,12/18/2025 14:09:00,543.92,Resolved,AGT-356,Pharmacy
CALL-001235,Cloud_Modern_Connect,2025-04-22T18:54:00,21.64,Resolved,AGT-369,Benefits
CALL-001236,Legacy_Oracle,12/19/2025 14:10:00,294.05,Resolved,AGT-173,Mental Health
CALL-001237,Cloud_Modern_Connect,2025-07-11T06:19:00,158.66,Dropped,AGT-836,Benefits
CALL-001238,Cloud_Modern_Connect,2025-09-09T15:15:00,61.07,Resolved,AGT-479,Mental Health
CALL-001239,Legacy_Oracle,05/05/2025 05:41:00,254.92,Resolved,AGT-684,General Inquiry
CALL-001240,Cloud_Modern_Connect,2025-04-11T13:31:00,36.53,Resolved,AGT-842,Benefits
CALL-001241,Cloud_Modern_Connect,2025-01-26T17:47:00,34.03,,AGT-941,Pharmacy
CALL-001242,Legacy_Avaya,10/16/2025 00:30:00,343.02,Resolved,AGT-621,General Inquiry
CALL-001243,Cloud_Modern_Connect,2025-12-01T16:27:00,136.07,Resolved,AGT-919,Benefits
CALL-001244,Cloud_Modern_Connect,2025-06-17T15:02:00,118.08,Resolved,AGT-546,Benefits
CALL-001245,Legacy_Oracle,10/27/2025 22:35:00,492.14,Resolved,AGT-317,Pharmacy
CALL-001246,Cloud_Modern_Connect,2025-07-21T05:36:00,29.52,Dropped,AGT-683,Pharmacy
CALL-001247,Cloud_Modern_Connect,2025-05-21T17:26:00,93.62,Escalated,AGT-412,Benefits
CALL-001248,Cloud_Modern_Connect,2025-11-19T17:10:00,182.64,Resolved,AGT-450,General Inquiry
CALL-001249,Legacy_Oracle,12/29/2025 11:58:00,476.91,Resolved,AGT-464,Benefits
CALL-001250,Cloud_Modern_Connect,2025-11-30T13:38:00,169.18,,AGT-217,Pharmacy
CALL-001251,Legacy_Avaya,01/19/2025 21:33:00,354.26,Resolved,AGT-489,General Inquiry
CALL-001252,Legacy_Avaya,01/09/2025 20:35:00,464.94,Resolved,AGT-703,Benefits
CALL-001253,Cloud_Modern_Connect,2025-01-05T01:09:00,49.16,Escalated,AGT-150,Mental Health
CALL-001254,Cloud_Modern_Connect,2025-12-17T18:31:00,191.15,,AGT-475,Pharmacy
CALL-001255,Legacy_Oracle,01/07/2025 19:15:00,304.78,Escalated,AGT-448,General Inquiry
CALL-001256,Legacy_Oracle,11/07/2025 17:34:00,335.68,Resolved,AGT-188,Benefits
CALL-001257,Legacy_Avaya,08/15/2025 21:54:00,156.53,Escalated,AGT-356,Benefits
CALL-001258,Cloud_Modern_Connect,2025-02-06T14:46:00,47.24,Resolved,AGT-438,General Inquiry
CALL-001259,Cloud_Modern_Connect,2025-09-23T16:41:00,53.09,Dropped,AGT-438,Pharmacy
CALL-001260,Legacy_Avaya,06/22/2025 05:38:00,291.58,Escalated,AGT-571,Pharmacy
CALL-001261,Legacy_Oracle,12/25/2025 01:51:00,135.63,Dropped,AGT-780,General Inquiry
CALL-001262,Legacy_Oracle,11/03/2025 08:24:00,150.58,Resolved,AGT-146,Benefits
CALL-001263,Cloud_Modern_Connect,2025-04-02T06:36:00,111.76,Resolved,AGT-654,General Inquiry
CALL-001264,Legacy_Oracle,03/01/2025 00:41:00,371.94,Resolved,AGT-159,Benefits
CALL-001265,Cloud_Modern_Connect,2025-03-23T14:37:00,215.53,Resolved,AGT-635,Pharmacy
CALL-001266,Cloud_Modern_Connect,2025-04-07T05:55:00,15.26,Resolved,AGT-306,Pharmacy
CALL-001267,Legacy_Oracle,04/18/2025 21:44:00,557.17,Resolved,AGT-494,Pharmacy
CALL-001268,Legacy_Avaya,11/24/2025 14:49:00,460.19,Resolved,AGT-238,Mental Health
CALL-001269,Legacy_Oracle,04/05/2025 07:17:00,304.4,Resolved,AGT-898,Pharmacy
CALL-001270,Legacy_Oracle,01/18/2025 16:17:00,323.98,Resolved,AGT-989,Benefits
CALL-001271,Legacy_Oracle,01/01/2025 09:19:00,135.87,Resolved,AGT-159,Benefits
CALL-001272,Cloud_Modern_Connect,2025-06-19T09:50:00,122.16,Resolved,AGT-560,Mental Health
CALL-001273,Cloud_Modern_Connect,2025-06-29T11:10:00,123.3,Dropped,AGT-155,Benefits
CALL-001274,Legacy_Avaya,12/04/2025 01:35:00,373.7,Resolved,AGT-356,General Inquiry
CALL-001275,Cloud_Modern_Connect,2025-05-03T01:06:00,121.09,Resolved,AGT-512,Pharmacy
CALL-001276,Cloud_Modern_Connect,2025-05-19T18:24:00,18.75,Resolved,AGT-533,Mental Health
CALL-001277,Cloud_Modern_Connect,2025-04-24T10:57:00,65.33,Resolved,AGT-145,Pharmacy
CALL-001278,Cloud_Modern_Connect,2025-06-24T02:23:00,43.62,Dropped,AGT-303,Benefits
CALL-001279,Cloud_Modern_Connect,2025-09-06T12:11:00,121.79,Resolved,AGT-638,Pharmacy
CALL-001280,Legacy_Oracle,12/05/2025 23:21:00,218.17,Resolved,AGT-514,General Inquiry
CALL-001281,Cloud_Modern_Connect,2025-05-20T13:00:00,236.84,Resolved,AGT-430,Pharmacy
CALL-001282,Legacy_Oracle,09/02/2025 04:37:00,437.77,Escalated,AGT-894,Benefits
CALL-001283,Cloud_Modern_Connect,2025-09-25T01:06:00,102.78,Resolved,AGT-988,General Inquiry
CALL-001284,Cloud_Modern_Connect,2025-06-20T17:20:00,132.31,Resolved,AGT-520,Pharmacy
CALL-001285,Legacy_Avaya,10/10/2025 17:24:00,346.62,Resolved,AGT-288,General Inquiry
CALL-001286,Cloud_Modern_Connect,2025-12-09T01:05:00,164.11,Resolved,AGT-737,Pharmacy
CALL-001287,Legacy_Avaya,09/15/2025 15:44:00,139.35,Resolved,AGT-752,Mental Health
CALL-001288,Cloud_Modern_Connect,2025-04-26T21:06:00,80.83,Resolved,AGT-302,Mental Health
CALL-001289,Legacy_Oracle,05/02/2025 15:43:00,112.1,Resolved,AGT-490,General Inquiry
CALL-001290,Legacy_Oracle,07/11/2025 01:19:00,505.13,Resolved,AGT-575,Benefits
CALL-001291,Legacy_Oracle,02/12/2025 18:02:00,109.19,Resolved,AGT-940,Pharmacy
CALL-001292,Cloud_Modern_Connect,2025-05-17T22:13:00,17.22,Resolved,AGT-925,General Inquiry
CALL-001293,Legacy_Oracle,12/03/2025 10:01:00,316.89,Resolved,AGT-356,Benefits
CALL-001294,Legacy_Avaya,08/07/2025 23:15:00,249.43,Resolved,AGT-771,Pharmacy
CALL-001295,Cloud_Modern_Connect,2025-01-25T20:30:00,32.77,Resolved,AGT-727,Mental Health
CALL-001296,Cloud_Modern_Connect,2025-05-26T11:26:00,78.45,Resolved,AGT-885,Benefits
CALL-001297,Legacy_Avaya,09/20/2025 00:52:00,315.83,Escalated,AGT-612,Mental Health
CALL-001298,Cloud_Modern_Connect,2025-08-05T14:16:00,58.63,Resolved,AGT-989,Pharmacy
CALL-001299,Legacy_Oracle,08/06/2025 21:20:00,269.83,Escalated,AGT-952,Benefits
CALL-001300,Legacy_Avaya,08/21/2025 16:36:00,158.14,Resolved,AGT-140,Pharmacy
CALL-001301,Legacy_Avaya,01/04/2025 06:15:00,348.62,Resolved,AGT-858,General Inquiry
CALL-001302,Cloud_Modern_Connect,2025-03-05T19:31:00,53.07,Resolved,AGT-990,Pharmacy
CALL-001303,Cloud_Modern_Connect,2025-06-17T17:04:00,48.3,Escalated,AGT-154,Mental Health
CALL-001304,Cloud_Modern_Connect,2025-04-09T16:28:00,30.79,Resolved,AGT-964,Benefits
CALL-001305,Cloud_Modern_Connect,2025-03-27T15:51:00,37.66,Dropped,AGT-486,Mental Health
CALL-001306,Legacy_Avaya,07/04/2025 19:45:00,462.74,Resolved,AGT-720,General Inquiry
CALL-001307,Legacy_Oracle,03/23/2025 18:09:00,310.45,,AGT-166,Benefits
CALL-001308,Cloud_Modern_Connect,2025-10-25T17:34:00,18.85,Dropped,AGT-411,Benefits
CALL-001309,Legacy_Oracle,04/18/2025 19:40:00,434.38,Resolved,AGT-220,Benefits
CALL-001310,Cloud_Modern_Connect,2025-09-25T05:13:00,39.13,Resolved,AGT-611,Pharmacy
CALL-001311,Cloud_Modern_Connect,2025-02-11T01:55:00,97.36,Escalated,AGT-181,Pharmacy
CALL-001312,Legacy_Avaya,07/28/2025 05:20:00,493.49,Resolved,AGT-214,Pharmacy
CALL-001313,Cloud_Modern_Connect,2025-05-18T00:18:00,42.65,Resolved,AGT-723,Mental Health
CALL-001314,Legacy_Avaya,11/07/2025 08:00:00,520.22,Escalated,AGT-266,General Inquiry
CALL-001315,Legacy_Avaya,12/03/2025 04:57:00,515.38,Resolved,AGT-357,Mental Health
CALL-001316,Cloud_Modern_Connect,2025-12-10T23:36:00,192.72,Resolved,AGT-991,Benefits
CALL-001317,Legacy_Avaya,06/10/2025 22:53:00,401.87,Resolved,AGT-949,Pharmacy
CALL-001318,Cloud_Modern_Connect,2025-12-25T08:31:00,387.15,Resolved,AGT-272,General Inquiry
CALL-001319,Cloud_Modern_Connect,2025-06-19T22:17:00,60.67,Resolved,AGT-136,General Inquiry
CALL-001320,Legacy_Avaya,07/01/2025 23:50:00,296.29,Resolved,AGT-939,General Inquiry
CALL-001321,Legacy_Avaya,10/25/2025 11:33:00,147.03,,AGT-283,Pharmacy
CALL-001322,Cloud_Modern_Connect,2025-06-10T20:15:00,25.81,Resolved,AGT-158,General Inquiry
CALL-001323,Cloud_Modern_Connect,2025-02-06T19:30:00,69.17,Resolved,AGT-556,Mental Health
CALL-001324,Cloud_Modern_Connect,2025-08-30T18:32:00,28.96,Resolved,AGT-303,Pharmacy
CALL-001325,Cloud_Modern_Connect,2025-06-26T15:54:00,63.04,,AGT-932,Mental Health
CALL-001326,Cloud_Modern_Connect,2025-04-25T13:59:00,191.76,Resolved,AGT-644,Mental Health
CALL-001327,Legacy_Avaya,09/20/2025 08:24:00,523.82,Escalated,AGT-594,Pharmacy
CALL-001328,Cloud_Modern_Connect,2025-03-18T08:15:00,32.03,Resolved,AGT-919,Benefits
CALL-001329,Legacy_Avaya,04/13/2025 20:32:00,563.14,,AGT-368,General Inquiry
CALL-001330,Cloud_Modern_Connect,2025-01-28T03:20:00,47.32,Resolved,AGT-492,Benefits
CALL-001331,Legacy_Avaya,08/26/2025 05:23:00,120.48,Resolved,AGT-657,Mental Health
CALL-001332,Cloud_Modern_Connect,2025-04-17T11:29:00,236.18,Resolved,AGT-665,Pharmacy
CALL-001333,Legacy_Avaya,12/22/2025 22:32:00,319.15,Resolved,AGT-416,Pharmacy
CALL-001334,Cloud_Modern_Connect,2025-02-14T16:53:00,59.47,Resolved,AGT-856,Mental Health
CALL-001335,Legacy_Oracle,07/03/2025 08:12:00,505.95,Escalated,AGT-879,General Inquiry
